2025-11-01 19:50:39,139 - INFO - Starting Stable Contrastive TSADCNN training
2025-11-01 19:50:39,139 - INFO - Config loaded from config_improved_v4.yaml
2025-11-01 19:50:39,139 - INFO - Resolved dirs -> log: logs_v4, tb: runs/contrastive_tsadcnn_v4, ckpt: checkpoints_v4
2025-11-01 19:50:39,154 - INFO - Using device: cuda
2025-11-01 19:50:39,154 - INFO - Auto-aligned similarity_threshold=0.500 from margin=1.0
2025-11-01 19:50:39,154 - INFO - Creating data loaders...
2025-11-01 19:50:39,243 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,244 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,244 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,244 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,244 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,245 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,245 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,245 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,245 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,245 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,246 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,246 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,247 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,247 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,247 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,247 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,248 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,248 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,248 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,249 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,249 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,249 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,250 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,250 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,250 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,250 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,251 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,251 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,251 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,251 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,252 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,252 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,252 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,253 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,253 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,253 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,254 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,254 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,254 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,255 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,255 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,255 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,256 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,256 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,256 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,256 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,256 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,257 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,257 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,257 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,257 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,258 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,258 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,258 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,259 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,259 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,259 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,260 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,260 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,260 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,261 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,261 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,261 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,262 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,262 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,262 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,263 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,263 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,263 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,264 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,265 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,266 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,266 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,266 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,267 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,267 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,267 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,268 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,268 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,268 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,269 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,269 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,269 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,269 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,270 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,270 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,270 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,271 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,271 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,271 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,272 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,272 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,272 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,272 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,273 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,273 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,273 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,273 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,274 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,274 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,274 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,274 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,275 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,275 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,275 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,276 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,276 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,276 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,276 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,277 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,277 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,277 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,278 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,278 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,278 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,278 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,279 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,280 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,280 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,280 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,281 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,281 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,281 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,282 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,282 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,282 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,283 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,283 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,283 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,283 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,283 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,284 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,284 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,284 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,285 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,285 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,285 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,286 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,286 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,286 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,287 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,287 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,287 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,287 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,288 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,288 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,288 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,288 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,289 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,289 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,289 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,290 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,290 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,290 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,290 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,291 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,291 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,292 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,293 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,293 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,293 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,294 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,294 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,294 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,295 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,295 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,295 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,295 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,295 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,296 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,296 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,297 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,297 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
2025-11-01 19:50:39,297 - INFO - Normalizer fitted with min_vals: [0. 0. 0. 0.], max_vals: [1. 1. 1. 1.]
